job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB01956,Power BI Developer,Deloitte,Mumbai,"Deloitte is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,MCA,3-5 LPA,Part-time
JOB01957,SQL Developer,Persistent Systems,Gurugram,"We are looking for a SQL Developer to join our team at Persistent Systems in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,5-8 LPA,Full-time
JOB01958,Software Engineer,Persistent Systems,Delhi,"Persistent Systems is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 5+ years of experience.",5+ years,Master's Degree,10-15 LPA,Part-time
JOB01959,Marketing Analyst,TCS,Jaipur,"We are looking for a Marketing Analyst to join our team at TCS in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,8-12 LPA,Full-time
JOB01960,DevOps Engineer,Deloitte,Pune,"We are looking for a DevOps Engineer to join our team at Deloitte in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MBA,8-12 LPA,Part-time
JOB01961,Machine Learning Engineer,Oracle,Hyderabad,"Oracle is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 5+ years of experience.",5+ years,Master's Degree,6-10 LPA,Internship
JOB01962,HR Analyst,Infosys,Thane,"Infosys is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 5+ years of experience.",5+ years,Bachelor's Degree,4-6 LPA,Contract
JOB01963,Software Engineer,Cognizant,Jaipur,"Cognizant is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 3-5 years of experience.",3-5 years,Master's Degree,3-5 LPA,Contract
JOB01964,Business Analyst,Oracle,Remote,"We are looking for a Business Analyst to join our team at Oracle in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Bachelor's Degree,10-15 LPA,Contract
JOB01965,Marketing Analyst,Mu Sigma,Kolkata,"Mu Sigma is hiring a Marketing Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Python, Marketing Analytics, Power BI. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 5+ years of experience.",5+ years,MCA,8-12 LPA,Part-time
JOB01966,DevOps Engineer,HCL Technologies,Bengaluru,"HCL Technologies is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 3-5 years of experience.",3-5 years,Master's Degree,10-15 LPA,Internship
JOB01967,Power BI Developer,Amazon,Noida,"We are looking for a Power BI Developer to join our team at Amazon in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,6-10 LPA,Full-time
JOB01968,Database Administrator,Fractal Analytics,Gurugram,"Fractal Analytics is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,BCA,6-10 LPA,Contract
JOB01969,Business Analyst,Genpact,Jaipur,"We are looking for a Business Analyst to join our team at Genpact in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,5-8 LPA,Part-time
JOB01970,Database Administrator,DataSphere Analytics,Ahmedabad,"DataSphere Analytics is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,6-10 LPA,Part-time
